Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken,distance_km,order_hour,prep_time
27.0,5.0,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,44,10.60258238247256,19.0,15.0
32.0,4.1,Fog,Jam,1,Buffet,motorcycle,3.0,Yes,Metropolitian,48,20.08073723498421,21.0,5.0
31.0,4.9,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,11.914594077317577,22.0,5.0
25.0,4.9,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,16,9.326577421221064,18.0,5.0
32.0,4.8,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,29,1.5606207903231117,,
35.0,4.6,Windy,Low,1,Snack,scooter,1.0,No,Urban,21,8.98773907634356,23.0,15.0
38.0,4.2,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,33,1.5526813140972442,10.0,15.0
20.0,4.7,Stormy,Low,2,Meal,scooter,1.0,No,Urban,17,16.78781488208179,22.0,10.0
28.0,4.8,Stormy,High,1,Drinks,motorcycle,0.0,No,Metropolitian,28,1.4899271643865588,11.0,10.0
38.0,4.6,Cloudy,Medium,0,Drinks,motorcycle,3.0,No,Metropolitian,46,20.253584375809147,,
26.0,4.7,Sandstorms,Jam,2,Drinks,scooter,0.0,No,Metropolitian,18,12.292722741488559,19.0,
30.0,4.7,Cloudy,Medium,1,Meal,scooter,0.0,No,Metropolitian,27,17358.75519312791,,
35.0,4.9,Sunny,Low,0,Drinks,motorcycle,0.0,No,Urban,29,1.5204319193295497,9.0,5.0
32.0,4.5,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,27,14.15280068944862,17.0,10.0
33.0,4.3,Stormy,Medium,0,Snack,motorcycle,1.0,Yes,Urban,48,13.789485363023294,17.0,
33.0,4.7,Sunny,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,19,5.959018323622379,15.0,10.0
30.0,4.9,Stormy,Low,1,Meal,scooter,0.0,No,Urban,25,1.5581193629487389,8.0,15.0
35.0,4.5,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23,7.460830127736633,22.0,15.0
25.0,4.7,Cloudy,High,0,Drinks,motorcycle,0.0,No,Metropolitian,22,6.081139317039376,13.0,5.0
25.0,4.9,Sandstorms,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,17,20.857115324129595,17.0,5.0
31.0,4.7,Sunny,High,1,Buffet,motorcycle,1.0,No,Metropolitian,17,6.147160558529004,14.0,15.0
37.0,4.5,Fog,Medium,2,Buffet,electric_scooter,0.0,No,Urban,19,6.081142187746012,15.0,15.0
29.0,3.1,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,34,16.636875038860897,23.0,15.0
31.0,4.7,Cloudy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,19,6.1462436583934315,15.0,5.0
29.0,4.9,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,27,4.717601092054723,18.0,15.0
26.0,4.7,Cloudy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,38,16.384502397510182,20.0,15.0
30.0,4.6,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,16,3.0186622920269803,10.0,10.0
33.0,4.6,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Urban,47,13.972194586930332,21.0,15.0
21.0,4.7,Cloudy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,32,19.97462742500737,20.0,5.0
20.0,4.8,Fog,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,48,10.429850454296803,,
32.0,4.7,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,20,9.348403335334273,19.0,10.0
36.0,4.9,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,25,9.326829542520468,19.0,5.0
23.0,4.7,Stormy,High,1,Buffet,motorcycle,0.0,No,Urban,20,1.4898458841183333,11.0,5.0
39.0,4.8,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,27,7.647092834675519,19.0,10.0
28.0,4.8,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,19.627072559592865,23.0,5.0
30.0,4.7,Fog,Low,3,Drinks,electric_scooter,1.0,No,Urban,32,10.707345040408097,,
38.0,4.1,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,25,7.601870282547478,23.0,
32.0,4.3,Windy,Medium,0,Buffet,motorcycle,1.0,No,Urban,35,6.232341754608859,16.0,5.0
33.0,4.7,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,25,7.660840811905797,21.0,10.0
31.0,4.1,Sunny,Jam,2,Buffet,scooter,0.0,No,Metropolitian,31,16.85270156392274,21.0,15.0
29.0,5.0,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,28,10.723989806656368,19.0,10.0
36.0,4.2,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,48,7.648557947935138,19.0,15.0
38.0,4.5,Fog,Medium,0,Drinks,motorcycle,1.0,No,Urban,25,4.656649028065795,17.0,
20.0,4.9,Windy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,11,1.5545266759919338,9.0,
28.0,4.8,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,24,19.975808791439345,,
34.0,4.8,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,35,4.657651549280329,18.0,10.0
36.0,4.1,Sandstorms,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,36,4.527535939190659,17.0,10.0
37.0,4.8,Sandstorms,Jam,0,Buffet,motorcycle,3.0,No,Metropolitian,45,13.786698988713738,19.0,15.0
34.0,4.9,Sunny,Low,0,Drinks,motorcycle,0.0,No,Urban,26,2.9961936989582854,10.0,10.0
21.0,4.4,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,31,7.601874226722028,19.0,10.0
29.0,4.8,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,3470.3132167978574,22.0,10.0
30.0,4.6,Sandstorms,Low,2,Snack,scooter,1.0,No,Urban,20,19.618739348801018,,
20.0,4.9,Stormy,Low,2,Meal,scooter,1.0,No,Metropolitian,17,1.532234790495708,8.0,10.0
25.0,4.7,Stormy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,21,14.15280068944862,19.0,10.0
33.0,4.2,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,36,10.906414500350794,,
32.0,4.6,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Urban,16,16.903235903519843,23.0,10.0
23.0,4.7,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,35,6.058923147526397,12.0,
21.0,4.7,Cloudy,Jam,0,Snack,motorcycle,2.0,Yes,Metropolitian,48,12.162424445777306,19.0,5.0
32.0,4.9,Sunny,Medium,2,Drinks,scooter,0.0,No,Metropolitian,21,20.286495439713164,17.0,15.0
25.0,4.9,Cloudy,Low,2,Snack,scooter,1.0,No,Urban,18,1.5320260227341909,8.0,
22.0,4.7,Sandstorms,Low,2,Snack,motorcycle,0.0,No,Metropolitian,15,10.602497166339631,22.0,5.0
34.0,4.8,Sunny,Low,2,Buffet,scooter,0.0,No,Metropolitian,15,9.326651352175272,23.0,10.0
26.0,4.7,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,19,6.117219095561938,15.0,15.0
26.0,4.7,Sunny,High,2,Snack,scooter,0.0,No,Metropolitian,13,3.1162228846223834,11.0,15.0
30.0,4.6,Cloudy,High,1,Meal,motorcycle,1.0,No,Urban,25,3.0644871057616707,,
35.0,4.6,Cloudy,Low,1,Meal,scooter,1.0,No,Urban,17,1.5298767913547429,9.0,10.0
23.0,4.8,Stormy,Jam,2,Meal,electric_scooter,1.0,No,Urban,26,20.44292976252901,20.0,5.0
25.0,4.6,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,13,4.717601092054723,19.0,
29.0,4.9,Sunny,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,12,9.181146899051038,18.0,15.0
31.0,4.6,Stormy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,30,4.657579589646204,20.0,10.0
30.0,4.7,Windy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,19,16.853347148215086,,
35.0,4.5,Cloudy,Low,2,Drinks,electric_scooter,0.0,No,Urban,17,1.5299884479314707,8.0,15.0
21.0,4.9,Fog,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,18,9.314908769971195,18.0,10.0
31.0,4.5,Sunny,Jam,1,Snack,scooter,0.0,No,Metropolitian,25,10.42732189063304,19.0,10.0
33.0,4.9,Cloudy,Medium,2,Drinks,scooter,1.0,No,Urban,17,9.074647672837914,18.0,5.0
23.0,4.7,Fog,Jam,2,Buffet,motorcycle,1.0,No,Urban,24,7.790426271963797,20.0,10.0
38.0,4.9,Cloudy,Low,1,Drinks,scooter,1.0,No,Urban,19,1.513767561788863,8.0,5.0
25.0,4.8,Sandstorms,Jam,2,Snack,electric_scooter,1.0,No,Urban,23,9.315745106316243,21.0,10.0
24.0,4.9,Sunny,Low,1,Meal,motorcycle,1.0,No,Metropolitian,20,4.657654937060173,22.0,5.0
37.0,3.5,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,41,12.417550916012397,21.0,5.0
27.0,4.6,Sunny,Low,0,Snack,motorcycle,0.0,No,Urban,19,7.54626481457244,22.0,15.0
30.0,4.7,Sandstorms,High,0,Snack,motorcycle,1.0,No,Metropolitian,38,6.058870515565882,,
38.0,4.6,Windy,Low,1,Buffet,scooter,0.0,No,Urban,23,1.5099339507374587,9.0,10.0
39.0,5.0,Sunny,High,1,Buffet,motorcycle,1.0,No,Metropolitian,21,2.976622974286748,11.0,5.0
37.0,4.3,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,4.537553114731602,22.0,15.0
33.0,4.4,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,38,10.867258681532135,,
27.0,4.8,Cloudy,Jam,2,Snack,motorcycle,1.0,Yes,Metropolitian,40,16.902051800243928,19.0,10.0
20.0,3.8,Sunny,High,0,Buffet,motorcycle,2.0,No,Metropolitian,40,3.10533227339685,11.0,10.0
34.0,4.5,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,24,10.723286946137813,23.0,5.0
32.0,4.7,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,29,1.4895293820617894,8.0,10.0
37.0,5.0,Windy,Medium,2,Meal,scooter,1.0,No,Urban,24,16.720605641529577,18.0,5.0
37.0,4.6,Windy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,26,1.4897343062370803,10.0,15.0
32.0,4.9,Sunny,Jam,0,Snack,motorcycle,0.0,No,Urban,28,13.989916877275611,21.0,15.0
28.0,4.6,Sandstorms,Low,1,Drinks,scooter,1.0,No,Urban,16,1.5203488928264928,10.0,10.0
30.0,4.8,Sunny,High,2,Snack,scooter,1.0,No,Urban,23,6.058680731793219,14.0,10.0
38.0,4.6,Fog,Medium,2,Drinks,electric_scooter,1.0,No,Urban,15,9.435201537430714,17.0,5.0
27.0,4.3,Sunny,High,0,Buffet,motorcycle,3.0,No,Metropolitian,49,3.116455382882508,11.0,5.0
21.0,3.4,Sunny,Low,1,Meal,motorcycle,2.0,No,Metropolitian,40,16.85352490584544,23.0,10.0
20.0,4.6,Cloudy,Jam,2,Meal,scooter,0.0,No,Metropolitian,20,7.562950099273998,20.0,10.0
32.0,4.7,Sunny,Jam,2,Buffet,scooter,0.0,No,Metropolitian,22,7.5628176900723,19.0,15.0
29.0,4.0,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,33,9.22058182647967,20.0,5.0
35.0,4.6,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,29,13.788581570141362,17.0,15.0
28.0,4.2,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Urban,31,17.097972861362276,,
29.0,4.5,Sandstorms,High,1,Drinks,scooter,0.0,No,Metropolitian,24,1.5148048951935007,11.0,10.0
37.0,4.9,Sunny,Jam,2,Drinks,scooter,1.0,No,Urban,21,9.314115494737472,19.0,
21.0,4.5,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,23,9.0811043656784,19.0,10.0
25.0,4.8,Fog,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,20,10.586817607222981,23.0,
20.0,4.8,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,22,10.641042055468692,23.0,
28.0,4.8,Stormy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,22,5.9592931098219735,16.0,10.0
32.0,4.9,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,41,19.688246931881576,19.0,15.0
28.0,4.7,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,40,20.85227088046227,19.0,15.0
36.0,4.6,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,19,6.128846407056886,16.0,15.0
39.0,4.9,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,20,4.544211841489953,21.0,10.0
26.0,4.9,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,19,12.580267822400963,22.0,10.0
27.0,4.9,Cloudy,High,0,Snack,motorcycle,1.0,No,Metropolitian,26,6.105068213539034,14.0,5.0
27.0,4.8,Windy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,12,12.292722741488559,23.0,15.0
24.0,4.8,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,1.5524064590051572,8.0,15.0
22.0,4.7,Stormy,Jam,1,Meal,motorcycle,1.0,No,Urban,17,12.29378731203682,20.0,5.0
25.0,4.8,Cloudy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,40,16.8253834049009,19.0,10.0
39.0,4.9,Fog,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,19,7.762092914972186,22.0,10.0
31.0,4.7,Fog,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,51,19.471572943617424,19.0,15.0
38.0,4.9,Fog,Low,1,Snack,scooter,1.0,No,Urban,17,3.116121839413475,10.0,
28.0,4.6,Stormy,High,1,Meal,scooter,1.0,No,Metropolitian,18,6.217689154531592,14.0,15.0
27.0,4.6,Windy,Low,1,Snack,scooter,0.0,No,Metropolitian,11,1.5582406301371106,,
30.0,4.7,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,20,9.220418694558179,22.0,15.0
37.0,4.7,Sunny,Medium,1,Snack,motorcycle,0.0,No,Urban,18,9.315069177421892,18.0,10.0
35.0,4.4,Windy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,32,9.121425981981247,17.0,10.0
38.0,4.9,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,24,19.91296718928853,21.0,15.0
31.0,4.8,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,35,17.09838536204264,21.0,15.0
34.0,4.3,Fog,High,0,Snack,motorcycle,1.0,No,Metropolitian,32,6.29013467763468,14.0,15.0
30.0,4.6,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,27,7.790125828454116,17.0,10.0
30.0,4.7,Fog,Low,3,Snack,scooter,1.0,No,Metropolitian,32,9.17632585467143,,
29.0,4.2,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,4.560740459631507,23.0,5.0
25.0,4.8,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,18,19.627167871570084,23.0,15.0
33.0,4.7,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,28,13.760880474936114,,
23.0,4.8,Windy,Medium,1,Drinks,scooter,1.0,No,Urban,26,6.29013467763468,15.0,5.0
36.0,4.8,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,18,10.586910515510665,22.0,10.0
28.0,4.8,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,19.09000648338938,23.0,5.0
36.0,4.8,Stormy,Low,1,Buffet,motorcycle,0.0,No,Urban,17,12.418394742110447,23.0,5.0
37.0,4.9,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,29,9.074647672837914,20.0,10.0
30.0,4.6,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,12.419632405531052,23.0,
25.0,4.8,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,41,12.16161548161981,19.0,
36.0,3.9,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,44,12.073402311815224,19.0,10.0
37.0,4.9,Stormy,Medium,2,Snack,scooter,1.0,No,Urban,30,6.054776863332266,15.0,15.0
34.0,4.9,Fog,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,16,9.17813837505589,18.0,15.0
20.0,4.8,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,17,16.821912713961545,17.0,10.0
32.0,4.6,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,27,6.209485128886319,16.0,5.0
30.0,4.9,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,23,12.420728618905603,17.0,15.0
20.0,4.8,Fog,Medium,1,Meal,motorcycle,1.0,No,Urban,18,4.494257828686078,17.0,10.0
33.0,4.3,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,33,4.657671710224878,18.0,5.0
23.0,4.4,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,41,17.07661742698135,20.0,10.0
25.0,4.9,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,13.63129313218813,23.0,5.0
21.0,4.5,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,28,19.917248415728803,18.0,15.0
31.0,4.8,Windy,Low,2,Meal,scooter,1.0,No,Metropolitian,20,2.9846132472409237,10.0,10.0
30.0,4.8,Stormy,Low,1,Snack,scooter,1.0,No,Urban,23,14.15280068944862,23.0,5.0
24.0,4.8,Sandstorms,Low,1,Snack,scooter,0.0,No,Metropolitian,10,4.610613705052655,23.0,5.0
38.0,4.5,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,9.314862687658115,22.0,15.0
37.0,4.4,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,31,9.220449825751995,18.0,15.0
34.0,4.6,Sunny,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,20,16.902993744245755,23.0,15.0
25.0,4.5,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,12,3.145067434621583,9.0,10.0
27.0,4.6,Fog,High,2,Snack,scooter,0.0,No,Metropolitian,33,6.217860329667253,13.0,15.0
37.0,4.3,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,45,17.076258901183188,20.0,5.0
35.0,4.8,Sunny,Low,2,Snack,motorcycle,1.0,No,Metropolitian,19,7.64537402705469,23.0,5.0
32.0,4.9,Fog,Medium,2,Snack,scooter,1.0,No,Urban,17,4.65734737800111,,
23.0,4.2,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,39,19.36321160672078,19.0,15.0
21.0,4.6,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,18,1.5202925485985417,,
32.0,4.9,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,1.4923452792807805,9.0,5.0
30.0,4.8,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,27,6.209259882041872,16.0,5.0
22.0,5.0,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,19,10.588906536688087,22.0,5.0
32.0,5.0,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Urban,18,3.024984591596264,9.0,5.0
24.0,4.7,Fog,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,30,13.613850325840419,,
35.0,5.0,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,28,4.674644234401863,17.0,15.0
35.0,4.8,Sandstorms,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,30,4.609743188391016,21.0,15.0
29.0,4.5,Windy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,19,10.445117790144197,20.0,5.0
25.0,4.6,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,33,7.8626681674103684,20.0,15.0
30.0,4.8,Sandstorms,High,1,Buffet,scooter,1.0,No,Urban,30,2.976635343491255,11.0,10.0
26.0,4.8,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,26,17.078029070273278,20.0,5.0
39.0,4.2,Fog,High,2,Buffet,scooter,1.0,No,Urban,31,6.080891507842322,,
20.0,4.8,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,25,13.405918573024547,18.0,5.0
33.0,4.2,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,35,7.8626681674103684,18.0,
36.0,4.0,Fog,Low,0,Meal,motorcycle,1.0,No,Urban,39,11.007734763744617,23.0,15.0
28.0,5.0,Fog,Jam,2,Buffet,motorcycle,1.0,No,Urban,21,7.790336733567704,21.0,5.0
38.0,4.7,Sunny,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,28,10.642185462082772,22.0,15.0
25.0,4.6,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,12,2.937184754123548,9.0,10.0
35.0,4.2,Fog,Medium,1,Snack,scooter,2.0,No,Metropolitian,38,12.42072409404905,18.0,15.0
38.0,4.7,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,24,3.1161417126181274,9.0,5.0
30.0,4.7,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,40,20.20658151050797,19.0,5.0
29.0,4.8,Fog,Low,1,Drinks,scooter,0.0,No,Metropolitian,17,7.60180033473793,22.0,5.0
27.0,5.0,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,22,17.29786575291325,,
38.0,4.5,Sunny,Jam,1,Buffet,scooter,1.0,No,Urban,30,16.36831020944837,21.0,15.0
30.0,4.9,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,17,1.5093764432901144,,
31.0,4.6,Cloudy,Jam,2,Drinks,scooter,1.0,No,Urban,27,9.315729044609785,20.0,5.0
34.0,4.7,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,28,11.007734763744617,20.0,10.0
33.0,4.9,Fog,Jam,2,Drinks,electric_scooter,1.0,Yes,Metropolitian,43,11.007734763744617,20.0,5.0
30.0,5.0,Sandstorms,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,29,9.121491544069729,17.0,5.0
26.0,4.7,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,18,12.580267822400963,23.0,10.0
15.0,1.0,Fog,Low,3,Meal,electric_scooter,0.0,No,Urban,24,13.989512471854459,,
21.0,4.8,Stormy,Medium,0,Snack,motorcycle,0.0,No,Urban,33,10.641495972351702,18.0,10.0
27.0,4.5,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,27,12.418029175076608,18.0,15.0
36.0,4.3,Fog,Jam,1,Buffet,motorcycle,3.0,Yes,Metropolitian,48,11.007734763744617,20.0,10.0
23.0,4.9,Sandstorms,Low,1,Buffet,scooter,1.0,No,Urban,10,1.5522933461661421,8.0,15.0
34.0,4.7,Fog,Low,1,Buffet,scooter,1.0,No,Urban,19,3.1046911695399038,10.0,5.0
30.0,4.9,Stormy,Jam,0,Meal,motorcycle,1.0,No,Urban,36,12.417115998944011,21.0,5.0
34.0,4.8,Windy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,31,9.316114128266733,19.0,15.0
35.0,4.6,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,21,7.790158927084966,22.0,10.0
38.0,4.7,Fog,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,48,10.705622903496973,21.0,10.0
32.0,4.7,Windy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,44,16.849939918016492,19.0,10.0
27.0,4.9,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Urban,18,20.253101372632372,18.0,5.0
28.0,4.8,Sunny,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,12,7.762461854550194,21.0,15.0
29.0,4.7,Stormy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,12,3.0408635912257624,8.0,10.0
30.0,4.8,Windy,Jam,2,Meal,scooter,1.0,No,Urban,29,13.763977224427641,19.0,
39.0,4.8,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,25,10.865882927764757,,
23.0,4.6,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,25,10.641490945494409,17.0,
30.0,4.9,Sandstorms,High,0,Drinks,motorcycle,0.0,No,Metropolitian,47,1.5322015943257514,11.0,5.0
25.0,4.5,Fog,Low,1,Meal,scooter,0.0,No,Urban,11,1.5545771256173964,10.0,10.0
36.0,4.0,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,34,4.588898780683796,17.0,10.0
33.0,4.9,Sandstorms,Medium,2,Meal,scooter,0.0,No,Metropolitian,30,12.418009922382469,18.0,5.0
38.0,4.7,Windy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,22,7.790314135591859,22.0,15.0
30.0,4.7,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,32,4.469223038792308,19.0,
27.0,4.6,Stormy,Medium,2,Buffet,electric_scooter,0.0,No,Urban,21,17.138295790539786,17.0,15.0
30.0,4.8,Sandstorms,High,1,Buffet,motorcycle,1.0,No,Metropolitian,33,6.147073151032162,14.0,5.0
35.0,4.5,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,40,12.43523852372965,18.0,15.0
21.0,4.7,Fog,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,30,16.90249592854745,17.0,5.0
36.0,4.5,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,24,9.121136119359766,23.0,10.0
20.0,4.6,Fog,High,2,Buffet,scooter,1.0,No,Metropolitian,25,3.1214237045527855,11.0,10.0
36.0,4.1,Stormy,Medium,2,Snack,scooter,1.0,No,Metropolitian,39,17.137482577838597,17.0,10.0
31.0,4.8,Windy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,30,13.988777563349286,19.0,5.0
31.0,4.0,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,31,8.93778311563518,22.0,15.0
26.0,5.0,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,24,1.5524171512659315,10.0,10.0
26.0,5.0,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,27,8.953218695316846,17.0,
28.0,4.6,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,19.915298664494237,23.0,5.0
33.0,4.7,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,23,19.617581275547632,22.0,10.0
32.0,4.3,Sandstorms,High,2,Snack,scooter,0.0,No,Metropolitian,31,1.5368199501604665,11.0,15.0
29.0,4.6,Sandstorms,Medium,1,Drinks,motorcycle,0.0,No,Urban,22,12.253528674537144,17.0,10.0
30.0,4.7,Sandstorms,Low,2,Meal,scooter,1.0,No,Urban,17,20.8876039640118,,
37.0,5.0,Sandstorms,High,0,Drinks,motorcycle,0.0,No,Urban,31,6.209442398392529,14.0,15.0
27.0,4.8,Stormy,Medium,2,Buffet,scooter,0.0,No,Urban,21,6.209485128886319,15.0,5.0
30.0,4.7,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,20,16.903814838158784,22.0,
37.0,4.6,Fog,Low,2,Buffet,scooter,0.0,No,Urban,19,3.145067434621583,8.0,5.0
